episode,step,reward,app_id,model_name,strategy_name,chosen_mode,with_explanation,true_label,predicted_class,predicted_correct,p_predicted,p_class_0,p_class_1,decision_boundary,decision_boundary_bin,decision_noise,memory_recall_threshold,opportunity_cost,prob_correct,pred_time,recent_prob_correct_history,recent_pred_time_history,reward_without_illegal_penalty,n_selected_features,illegal_action,info_access_mode,info_ddm_p_up,info_ddm_rt_dec,info_ddm_v,info_ddm_a,info_ddm_s,info_ddm_Tnd,info_ops_count,selected_features,selected_feature_slots,feature_order,feature_0_selected,feature_1_selected,feature_2_selected,feature_3_selected,feature_4_selected,feature_5_selected,slot_0_selected,slot_1_selected,slot_2_selected,slot_3_selected,slot_4_selected,slot_5_selected,info_simulation_sample_count,info_retrieval_candidate_count,info_avg_p_up,info_avg_time
0,0,0.9548168386482233,breast_cancer,xgboost,lr_calculation,read,True,1,1,True,0.9999999999919131,8.08686451136964e-12,0.9999999999919131,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9999999999919131,15.932276994927754,1,15.9323,0.9548168386482233,6,False,read,0.9999999999919131,2.9322769949277547,0.740047290553086,1.8000000000000003,0.32297135604535715,0.5,6.0,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,,,,
0,1,0.9534076457228646,breast_cancer,xgboost,lr_calculation,read,True,0,0,True,0.9999999979018878,0.9999999979018878,2.0981122104967294e-09,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9999999979018878,16.608873733095773,"1,1","15.9323,16.6089",0.9534076457228646,6,False,read,2.0981122104967294e-09,3.6088737330957725,-0.5789878094065859,1.8000000000000003,0.32297135604535715,0.5,6.0,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,,,,
0,2,0.5080627411073809,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.5312462988537929,0.5312462988537929,0.468753701146207,0.6,0,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.5312462988537929,9.21062802300327,"1,1,0.531246","15.9323,16.6089,9.21063",0.5080627411073809,2,False,retrieve,,,,0.6,0.32297135604535715,0.5,,"3,0","0,1","3,0,1,4,2,5",1,0,0,1,0,0,1,1,0,0,0,0,16.0,3.0,0.468753701146207,9.21062802300327
0,3,0.44823794447529197,breast_cancer,xgboost,lr_calculation,retrieve,False,0,1,False,0.5314502741198859,0.4685497258801141,0.5314502741198859,0.6,0,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.4685497258801141,7.831798089718724,"1,1,0.531246,0.46855","15.9323,16.6089,9.21063,7.8318",0.44823794447529197,2,False,retrieve,,,,0.6,0.32297135604535715,0.5,,"3,0","0,1","3,0,1,4,2,5",1,0,0,1,0,0,1,1,0,0,0,0,16.0,3.0,0.5314502741198859,7.831798089718724
0,4,0.9443532000569006,breast_cancer,xgboost,lr_calculation,read,True,0,0,True,0.9997850576237562,0.9997850576237562,0.00021494237624380318,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9997850576237562,20.852997639146814,"1,1,0.531246,0.46855,0.999785","15.9323,16.6089,9.21063,7.8318,20.853",0.9443532000569006,6,False,read,0.00021494237624380318,7.852997639146812,-0.24469288523453023,1.8000000000000003,0.32297135604535715,0.5,6.0,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,,,,
0,5,-0.020549680203062828,breast_cancer,xgboost,lr_calculation,read,True,1,0,False,0.938855749384856,0.938855749384856,0.061144250615143995,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.061144250615143995,33.46224306841563,"1,0.531246,0.46855,0.999785,0.0611443","16.6089,9.21063,7.8318,20.853,33.4622",-0.020549680203062828,6,False,read,0.061144250615143995,20.462243068415635,-0.07914344557226524,1.8000000000000003,0.32297135604535715,0.5,6.0,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,,,,
0,6,0.9345908503030924,breast_cancer,xgboost,lr_calculation,read,True,1,1,True,0.9969364446433985,0.0030635553566015217,0.9969364446433985,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9969364446433985,24.172499605935087,"0.531246,0.46855,0.999785,0.0611443,0.996936","9.21063,7.8318,20.853,33.4622,24.1725",0.9345908503030924,6,False,read,0.9969364446433985,11.172499605935089,0.1676243866733309,1.8000000000000003,0.32297135604535715,0.5,6.0,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,,,,
0,7,0.6093530464468125,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.6249878208995325,0.6249878208995325,0.3750121791004675,0.6,0,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.6249878208995325,6.546483051874994,"0.46855,0.999785,0.0611443,0.996936,0.624988","7.8318,20.853,33.4622,24.1725,6.54648",0.6093530464468125,1,False,retrieve,,,,0.6,0.32297135604535715,0.5,,0,1,"3,0,1,4,2,5",1,0,0,0,0,0,0,1,0,0,0,0,16.0,3.0,0.3750121791004675,6.546483051874994
0,8,0.9483839566389386,breast_cancer,xgboost,lr_calculation,read,True,0,0,True,0.9999871794830765,0.9999871794830765,1.282051692352712e-05,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9999871794830765,19.014749972417597,"0.999785,0.0611443,0.996936,0.624988,0.999987","20.853,33.4622,24.1725,6.54648,19.0147",0.9483839566389386,6,False,read,1.282051692352712e-05,6.0147499724175955,-0.3263890212868525,1.8000000000000003,0.32297135604535715,0.5,6.0,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,,,,
0,9,0.637339372357302,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.6562499989609919,0.6562499989609919,0.3437500010390081,1.2000000000000002,2,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.6562499989609919,8.119322460486922,"0.0611443,0.996936,0.624988,0.999987,0.65625","33.4622,24.1725,6.54648,19.0147,8.11932",0.637339372357302,1,False,retrieve,,,,1.2000000000000002,0.32297135604535715,0.5,,0,1,"3,0,1,4,2,5",1,0,0,0,0,0,0,1,0,0,0,0,16.0,3.0,0.3437500010390081,8.119322460486922
