participantId,trialId,block,trialWithinBlock,withinCondition,dataset,xai_type,complexity,dataId,instanceId,CV_user_task_levels,CV_num_attributes_shown_levels,CV_ai_label_balance_levels,CV_xai_faithfulness_levels,phase,phaseTrialId,shown_xai_type,tested_w_xai
1,1,1,1,single_condition,wine_quality,decision_tree,low,wine_quality,658,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,1,decision_tree,
1,2,1,2,single_condition,wine_quality,decision_tree,low,wine_quality,520,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,2,decision_tree,
1,3,1,3,single_condition,wine_quality,decision_tree,low,wine_quality,418,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,3,decision_tree,
1,4,1,4,single_condition,wine_quality,decision_tree,low,wine_quality,1272,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,4,decision_tree,
1,5,1,5,single_condition,wine_quality,decision_tree,low,wine_quality,43,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,5,decision_tree,
1,6,1,6,single_condition,wine_quality,decision_tree,low,wine_quality,608,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,6,decision_tree,
1,7,1,7,single_condition,wine_quality,decision_tree,low,wine_quality,142,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,7,decision_tree,
1,8,1,8,single_condition,wine_quality,decision_tree,low,wine_quality,556,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,8,decision_tree,
1,9,1,9,single_condition,wine_quality,decision_tree,low,wine_quality,305,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,9,decision_tree,
1,10,1,10,single_condition,wine_quality,decision_tree,low,wine_quality,823,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,10,decision_tree,
1,11,1,1,single_condition,wine_quality,decision_tree,low,wine_quality,1302,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,1,decision_tree,False
1,12,1,2,single_condition,wine_quality,decision_tree,low,wine_quality,136,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,2,decision_tree,False
1,13,1,3,single_condition,wine_quality,decision_tree,low,wine_quality,41,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,3,decision_tree,False
1,14,1,4,single_condition,wine_quality,decision_tree,low,wine_quality,80,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,4,decision_tree,True
1,15,1,5,single_condition,wine_quality,decision_tree,low,wine_quality,432,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,5,decision_tree,True
1,16,1,6,single_condition,wine_quality,decision_tree,low,wine_quality,397,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,6,decision_tree,True
1,17,1,7,single_condition,wine_quality,decision_tree,low,wine_quality,62,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,7,decision_tree,True
1,18,1,8,single_condition,wine_quality,decision_tree,low,wine_quality,243,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,8,decision_tree,False
1,19,1,9,single_condition,wine_quality,decision_tree,low,wine_quality,1148,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,9,decision_tree,False
1,20,1,10,single_condition,wine_quality,decision_tree,low,wine_quality,1549,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,10,decision_tree,True
1,21,1,11,single_condition,wine_quality,decision_tree,low,wine_quality,810,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,11,decision_tree,True
1,22,1,12,single_condition,wine_quality,decision_tree,low,wine_quality,96,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,12,decision_tree,True
1,23,1,13,single_condition,wine_quality,decision_tree,low,wine_quality,1113,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,13,decision_tree,True
1,24,1,14,single_condition,wine_quality,decision_tree,low,wine_quality,1056,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,14,decision_tree,False
1,25,1,15,single_condition,wine_quality,decision_tree,low,wine_quality,622,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,15,decision_tree,False
1,26,1,16,single_condition,wine_quality,decision_tree,low,wine_quality,995,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,16,decision_tree,True
1,27,1,17,single_condition,wine_quality,decision_tree,low,wine_quality,1559,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,17,decision_tree,True
1,28,1,18,single_condition,wine_quality,decision_tree,low,wine_quality,422,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,18,decision_tree,True
1,29,1,19,single_condition,wine_quality,decision_tree,low,wine_quality,975,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,19,decision_tree,False
1,30,1,20,single_condition,wine_quality,decision_tree,low,wine_quality,535,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,20,decision_tree,True
1,31,1,21,single_condition,wine_quality,decision_tree,low,wine_quality,1316,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,21,decision_tree,True
1,32,1,22,single_condition,wine_quality,decision_tree,low,wine_quality,1351,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,22,decision_tree,True
1,33,1,23,single_condition,wine_quality,decision_tree,low,wine_quality,1065,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,23,decision_tree,True
1,34,1,24,single_condition,wine_quality,decision_tree,low,wine_quality,1384,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,24,decision_tree,True
1,35,1,25,single_condition,wine_quality,decision_tree,low,wine_quality,1435,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,25,decision_tree,False
1,36,1,26,single_condition,wine_quality,decision_tree,low,wine_quality,1021,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,26,decision_tree,False
1,37,1,27,single_condition,wine_quality,decision_tree,low,wine_quality,525,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,27,decision_tree,True
1,38,1,28,single_condition,wine_quality,decision_tree,low,wine_quality,1231,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,28,decision_tree,True
1,39,1,29,single_condition,wine_quality,decision_tree,low,wine_quality,1024,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,29,decision_tree,False
1,40,1,30,single_condition,wine_quality,decision_tree,low,wine_quality,789,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,30,decision_tree,False
1,41,1,31,single_condition,wine_quality,decision_tree,low,wine_quality,1243,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,31,decision_tree,True
1,42,1,32,single_condition,wine_quality,decision_tree,low,wine_quality,1238,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,32,decision_tree,True
1,43,1,33,single_condition,wine_quality,decision_tree,low,wine_quality,1469,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,33,decision_tree,False
1,44,1,34,single_condition,wine_quality,decision_tree,low,wine_quality,889,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,34,decision_tree,False
1,45,1,35,single_condition,wine_quality,decision_tree,low,wine_quality,44,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,35,decision_tree,False
1,46,1,36,single_condition,wine_quality,decision_tree,low,wine_quality,1137,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,36,decision_tree,False
1,47,1,37,single_condition,wine_quality,decision_tree,low,wine_quality,817,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,37,decision_tree,False
1,48,1,38,single_condition,wine_quality,decision_tree,low,wine_quality,1337,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,38,decision_tree,False
1,49,1,39,single_condition,wine_quality,decision_tree,low,wine_quality,1404,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,39,decision_tree,False
1,50,1,40,single_condition,wine_quality,decision_tree,low,wine_quality,193,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,40,decision_tree,False
2,1,1,1,single_condition,wine_quality,decision_tree,high,wine_quality,1468,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,1,decision_tree,
2,2,1,2,single_condition,wine_quality,decision_tree,high,wine_quality,1043,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,2,decision_tree,
2,3,1,3,single_condition,wine_quality,decision_tree,high,wine_quality,563,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,3,decision_tree,
2,4,1,4,single_condition,wine_quality,decision_tree,high,wine_quality,1501,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,4,decision_tree,
2,5,1,5,single_condition,wine_quality,decision_tree,high,wine_quality,1004,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,5,decision_tree,
2,6,1,6,single_condition,wine_quality,decision_tree,high,wine_quality,548,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,6,decision_tree,
2,7,1,7,single_condition,wine_quality,decision_tree,high,wine_quality,408,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,7,decision_tree,
2,8,1,8,single_condition,wine_quality,decision_tree,high,wine_quality,922,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,8,decision_tree,
2,9,1,9,single_condition,wine_quality,decision_tree,high,wine_quality,1339,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,9,decision_tree,
2,10,1,10,single_condition,wine_quality,decision_tree,high,wine_quality,1527,forward_simulation|counterfactual_simulation,6,50_50,0.9,training,10,decision_tree,
2,11,1,1,single_condition,wine_quality,decision_tree,high,wine_quality,95,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,1,decision_tree,True
2,12,1,2,single_condition,wine_quality,decision_tree,high,wine_quality,1317,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,2,decision_tree,False
2,13,1,3,single_condition,wine_quality,decision_tree,high,wine_quality,1363,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,3,decision_tree,False
2,14,1,4,single_condition,wine_quality,decision_tree,high,wine_quality,136,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,4,decision_tree,False
2,15,1,5,single_condition,wine_quality,decision_tree,high,wine_quality,800,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,5,decision_tree,True
2,16,1,6,single_condition,wine_quality,decision_tree,high,wine_quality,139,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,6,decision_tree,True
2,17,1,7,single_condition,wine_quality,decision_tree,high,wine_quality,1139,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,7,decision_tree,False
2,18,1,8,single_condition,wine_quality,decision_tree,high,wine_quality,74,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,8,decision_tree,True
2,19,1,9,single_condition,wine_quality,decision_tree,high,wine_quality,902,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,9,decision_tree,True
2,20,1,10,single_condition,wine_quality,decision_tree,high,wine_quality,380,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,10,decision_tree,False
2,21,1,11,single_condition,wine_quality,decision_tree,high,wine_quality,620,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,11,decision_tree,True
2,22,1,12,single_condition,wine_quality,decision_tree,high,wine_quality,1285,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,12,decision_tree,True
2,23,1,13,single_condition,wine_quality,decision_tree,high,wine_quality,127,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,13,decision_tree,True
2,24,1,14,single_condition,wine_quality,decision_tree,high,wine_quality,1404,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,14,decision_tree,False
2,25,1,15,single_condition,wine_quality,decision_tree,high,wine_quality,460,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,15,decision_tree,False
2,26,1,16,single_condition,wine_quality,decision_tree,high,wine_quality,1352,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,16,decision_tree,True
2,27,1,17,single_condition,wine_quality,decision_tree,high,wine_quality,209,forward_simulation|counterfactual_simulation,6,50_50,0.9,testing,17,decision_tree,True
