episode,step,reward,app_id,model_name,strategy_name,chosen_mode,with_explanation,true_label,predicted_class,predicted_correct,p_predicted,p_class_0,p_class_1,decision_boundary,decision_boundary_bin,decision_noise,memory_recall_threshold,opportunity_cost,prob_correct,pred_time,recent_prob_correct_history,recent_pred_time_history,reward_without_illegal_penalty,n_selected_features,illegal_action,info_access_mode,info_simulation_sample_count,info_read_time,info_retrieve_time,info_decision_time,info_expected_time,info_ddm_a,info_ddm_s,info_ddm_Tnd,info_path_categorical_decisions,info_path_numeric_decisions,info_path_top_leaf,info_path_top_leaf_count,info_path_n_leaves_reached,info_refresh_feature_count,info_refresh_thr_key_count,selected_features,selected_feature_slots,feature_order,feature_0_selected,feature_1_selected,feature_2_selected,feature_3_selected,feature_4_selected,feature_5_selected,slot_0_selected,slot_1_selected,slot_2_selected,slot_3_selected,slot_4_selected,slot_5_selected
0,0,0.94800621940069,breast_cancer,xgboost,dt_traversal,retrieve,True,1,1,True,1.0,0.0,1.0,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,1.0,24.96384554629646,1,24.9638,0.94800621940069,0,False,read,16,6.0,0.0,18.96384554629647,24.96384554629646,1.8000000000000003,0.32297135604535715,0.5,0,32,6.0,16.0,1.0,0,0,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.94800621940069,breast_cancer,xgboost,dt_traversal,retrieve,True,0,0,True,1.0,1.0,0.0,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,1.0,24.96384554629646,"1,1","24.9638,24.9638",0.94800621940069,0,False,read,16,6.0,0.0,18.96384554629647,24.96384554629646,1.8000000000000003,0.32297135604535715,0.5,0,32,2.0,16.0,1.0,0,0,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0
0,2,0.460020113351682,breast_cancer,xgboost,dt_traversal,retrieve,False,0,1,False,0.53125,0.46875,0.53125,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.46875,4.191492509551768,"1,1,0.46875","24.9638,24.9638,4.19149",0.460020113351682,0,False,retrieve,16,0.4375,1.6875,2.0664925095517686,4.191492509551768,0.9,0.32297135604535715,0.5,0,7,6.0,1.0,1.0,12,9,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0
0,3,0.3906047377326578,breast_cancer,xgboost,dt_traversal,retrieve,False,0,1,False,0.59375,0.40625,0.59375,1.2000000000000002,2,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.40625,7.51178133752431,"1,1,0.46875,0.40625","24.9638,24.9638,4.19149,7.51178",0.3906047377326578,0,False,retrieve,16,0.6875,2.4375,4.38678133752431,7.51178133752431,1.2000000000000002,0.32297135604535715,0.5,0,11,6.0,3.0,1.0,21,15,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0
0,4,0.9609241416953569,breast_cancer,xgboost,dt_traversal,retrieve,True,0,0,True,1.0,1.0,0.0,1.2000000000000002,2,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,1.0,18.761545709161627,"1,1,0.46875,0.40625,1","24.9638,24.9638,4.19149,7.51178,18.7615",0.9609241416953569,0,False,read,16,6.0,0.0,12.761545709161625,18.761545709161627,1.2000000000000002,0.32297135604535715,0.5,0,32,2.0,15.0,2.0,0,0,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0
0,5,-0.051993780599310056,breast_cancer,xgboost,dt_traversal,retrieve,True,1,0,False,1.0,1.0,0.0,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.0,24.96384554629646,"1,0.46875,0.40625,1,0","24.9638,4.19149,7.51178,18.7615,24.9638",-0.051993780599310056,0,False,read,16,6.0,0.0,18.96384554629647,24.96384554629646,1.8000000000000003,0.32297135604535715,0.5,0,32,2.0,16.0,1.0,0,0,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0
0,6,0.94800621940069,breast_cancer,xgboost,dt_traversal,retrieve,True,1,1,True,1.0,0.0,1.0,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,1.0,24.96384554629646,"0.46875,0.40625,1,0,1","4.19149,7.51178,18.7615,24.9638,24.9638",0.94800621940069,0,False,read,16,6.0,0.0,18.96384554629647,24.96384554629646,1.8000000000000003,0.32297135604535715,0.5,0,32,6.0,16.0,1.0,0,0,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0
0,7,0.42689217656959516,breast_cancer,xgboost,dt_traversal,retrieve,False,0,1,False,0.5625,0.4375,0.5625,0.6,0,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.4375,5.093148885244264,"0.40625,1,0,1,0.4375","7.51178,18.7615,24.9638,24.9638,5.09315",0.42689217656959516,0,False,retrieve,16,0.6875,2.375,2.030648885244264,5.093148885244264,0.6,0.32297135604535715,0.5,0,11,6.0,2.0,1.0,18,14,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0
0,8,0.94800621940069,breast_cancer,xgboost,dt_traversal,retrieve,True,0,0,True,1.0,1.0,0.0,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,1.0,24.96384554629646,"1,0,1,0.4375,1","18.7615,24.9638,24.9638,5.09315,24.9638",0.94800621940069,0,False,read,16,6.0,0.0,18.96384554629647,24.96384554629646,1.8000000000000003,0.32297135604535715,0.5,0,32,2.0,16.0,1.0,0,0,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0
0,9,0.4524751481599691,breast_cancer,xgboost,dt_traversal,retrieve,False,0,1,False,0.53125,0.46875,0.53125,1.5,3,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.46875,7.814067046872558,"0,1,0.4375,1,0.46875","24.9638,24.9638,5.09315,24.9638,7.81407",0.4524751481599691,0,False,retrieve,16,0.625,2.21875,4.970317046872558,7.814067046872558,1.5,0.32297135604535715,0.5,0,10,6.0,1.0,1.0,16,10,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0
0,10,0.4290870202723679,breast_cancer,xgboost,dt_traversal,retrieve,False,0,1,False,0.5625,0.4375,0.5625,0.6,0,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.4375,4.0393355529049195,"1,0.4375,1,0.46875,0.4375","24.9638,5.09315,24.9638,7.81407,4.03934",0.4290870202723679,0,False,retrieve,16,0.5,2.0625,1.4768355529049193,4.0393355529049195,0.6,0.32297135604535715,0.5,0,8,6.0,2.0,1.0,20,9,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0
