dataId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,intercept
wine_quality,mlp,lime,128,1,0.08999997292122858,-0.09931711753608688,1.0,0.5743006528647862,-0.1920228717727868,-0.05701722769457765,0.08613472320180535
wine_quality,mlp,lime,643,0,0.12962476497581293,-1.0,0.09099762452867648,-0.4695637712976178,-0.04515166771308926,-0.30477241365128616,0.16595725463173838
wine_quality,mlp,lime,1007,1,0.26067790517129635,1.0,0.3519254092018408,0.18078785031123462,0.37827158096389546,0.056936621178655104,-0.009806247821518232
wine_quality,mlp,lime,373,0,0.13720335784903237,-1.0,0.26003487261797065,-0.5966172342735411,-0.15810177882299076,0.00038011645829882007,0.16886502630388245
wine_quality,mlp,lime,626,0,0.15267645864352877,-1.0,-0.44214913719976884,0.2975193018422776,-0.0158893836697295,-0.07341113316186028,0.17337732395373645
wine_quality,mlp,lime,696,0,0.1470308147958528,-1.0,0.01968807734897691,0.2514940527668528,-0.6295018880213217,-0.19528878598147706,0.17897205444976974
wine_quality,mlp,lime,267,1,0.2782272589010225,1.0,0.35882118316055317,0.142794976097238,0.16535689634793746,0.03298763670107104,0.002175928766777302
wine_quality,mlp,lime,1523,0,0.051123384663967424,0.32191590556517546,-0.5705898606324193,0.03998572106082692,1.0,-0.06670253770662259,0.09720304780799971
wine_quality,mlp,lime,948,1,0.24127834372644422,1.0,0.3142420552970419,0.28120132889670046,0.4406483258337319,0.03908485913534332,0.0066901195676526
wine_quality,mlp,lime,514,1,0.2663069883693568,1.0,0.060414441685155876,0.19936285888125785,0.13813457413481664,0.04765745680615588,0.02590335263901994
wine_quality,mlp,lime,1280,0,0.036413477862919284,0.031143223092504814,0.4180373039445579,-0.47713827332401193,1.0,0.15176192847557218,0.10738617987663573
wine_quality,mlp,lime,739,0,0.13460000335799716,-1.0,-0.16194742923692754,-0.003457383196288604,-0.6390216831123386,-0.04471125084317491,0.18205035618634674
wine_quality,mlp,lime,588,1,0.2717684905970441,1.0,0.32737870528337465,-0.029874430047602027,0.056943294672207365,-0.16524194501321154,0.04197966677793549
wine_quality,mlp,lime,1061,1,0.23377942221667888,1.0,0.07501132919996654,0.26591721868607804,0.10817980752556712,0.04635414750520589,0.02954371555715722
wine_quality,mlp,lime,1086,1,0.2579720450919489,1.0,0.03215985387268198,0.21130882039765958,0.2866212330196174,-0.023807064121778878,0.0173855544019524
wine_quality,mlp,lime,1489,0,0.0791112949885279,0.3725568834857083,1.0,0.7362981055270564,-0.09532708383350486,-0.2849744157221542,0.07475369437803632
wine_quality,mlp,lime,336,1,0.21659791367317027,1.0,0.15696355465100006,0.2661186840379724,0.21017446766418865,-0.04933298159032877,0.01981197196067723
wine_quality,mlp,lime,2,0,0.1116338533410749,-0.9204106301522433,0.05885216522338769,-0.16186782299216387,-1.0,0.1555104104212376,0.1631821141822128
wine_quality,mlp,lime,1405,1,0.24684654844523216,1.0,0.3433103194243262,0.10449421618022821,0.3742599118692422,0.08377280090609851,-0.008483969831965976
wine_quality,mlp,lime,1018,0,0.2443094430709644,1.0,-0.27660016204863375,-0.27575794040677176,0.378393179831012,0.09287285974103689,0.06487828845840081
wine_quality,mlp,lime,1170,0,0.07504121304766068,0.20684612606316588,0.533653901197411,0.8597215963627778,1.0,0.4984399582920289,0.05456612797663332
