dataId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,intercept
wine_quality,mlp,decision_tree,434,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,213,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1447,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,231,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,763,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1472,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,472,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1327,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,766,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,19,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1130,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,905,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,890,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,127,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1018,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,270,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1416,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1229,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,984,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1176,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1107,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1095,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1330,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,241,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1288,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,267,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,727,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1488,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,278,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1563,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,989,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1436,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,451,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,864,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1495,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,622,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1413,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,616,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1127,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1552,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,728,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,726,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,959,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,44,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,666,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,242,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,117,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,779,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1586,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,688,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,739,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,481,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1124,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1218,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,578,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,243,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,377,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,875,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,558,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,259,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,725,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1377,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1574,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1348,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,319,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,227,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1071,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1546,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,10,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1242,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,23,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1507,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1476,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1206,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,108,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,1449,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,810,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,390,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wine_quality,mlp,decision_tree,712,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
