participant_id,trial_index,instance_index,step,trialType,tested_w_xai,feature_values,explanation,response,participant_response,ai_prediction,time_used,accumulated_time,model_name,prob_class_0,prob_class_1,argmax,argmax == participant_response,prob(participant_response),session_num
227,1,32,infer,Train,w/o XAI,"[0.03508771929824555, 0.0, 0.6470588235294121, 0.15217391304347838, 1]",,"{0: 0.5, 1: 0.5}",1.0,1,0.1,0.1,Sensitive-features categorization,0.5,0.5,0,0,0.5,2
227,1,32,infer,Train,w/ XAI,"[0.03508771929824555, 0.0, 0.6470588235294121, 0.15217391304347838, 1]",,"{0: 0.5, 1: 0.5}",1.0,1,0.1,0.2,Sensitive-features categorization,0.5,0.5,0,0,0.5,2
227,2,81,infer,Train,w/o XAI,"[0.2105263157894737, 0.06923837784371914, 0.19607843137254927, 0.04347826086956525, 0.0909090909090911]",,{1: 1.0},0.0,0,0.0999999999999996,5.3,Sensitive-features categorization,,1.0,1,0,0.0,2
227,2,81,infer,Train,w/ XAI,"[0.2105263157894737, 0.06923837784371914, 0.19607843137254927, 0.04347826086956525, 0.0909090909090911]",,{1: 1.0},0.0,0,0.0999999999999996,5.3999999999999995,Sensitive-features categorization,,1.0,1,0,0.0,2
227,3,43,infer,Train,w/o XAI,"[0.5614035087719298, 0.41543026706231484, 0.686274509803922, 0.4347826086956523, 0.1515151515151515]",,"{1: 0.06629693115600692, 0: 0.9337030688439931}",0.0,0,0.0999999999999996,10.499999999999998,Sensitive-features categorization,0.9337030688439932,0.0662969311560069,0,1,0.9337030688439932,2
227,3,43,infer,Train,w/ XAI,"[0.5614035087719298, 0.41543026706231484, 0.686274509803922, 0.4347826086956523, 0.1515151515151515]",,"{1: 0.066608555380643, 0: 0.933391444619357}",0.0,0,0.0999999999999996,10.599999999999998,Sensitive-features categorization,0.933391444619357,0.066608555380643,0,1,0.933391444619357,2
227,4,73,infer,Train,w/o XAI,"[0.6666666666666667, 0.8209693372898127, 0.6274509803921569, 0.6521739130434783, 0.06060606060606091]",,"{1: 0.00042550639512627325, 0: 0.9995744936048737}",1.0,0,0.0999999999999996,15.699999999999998,Sensitive-features categorization,0.9995744936048736,0.0004255063951262,0,0,0.0004255063951262,2
227,4,73,infer,Train,w/ XAI,"[0.6666666666666667, 0.8209693372898127, 0.6274509803921569, 0.6521739130434783, 0.06060606060606091]",,"{1: 0.0004283384449217144, 0: 0.9995716615550783}",1.0,0,0.0999999999999996,15.799999999999995,Sensitive-features categorization,0.9995716615550784,0.0004283384449217,0,0,0.0004283384449217,2
227,5,51,infer,Train,w/o XAI,"[0.19298245614035087, 0, 0.13725490196078405, 0.23913043478260862, 0.8181818181818183]",,"{1: 0.7396220101179686, 0: 0.26037798988203137}",1.0,1,0.1000000000000014,20.9,Sensitive-features categorization,0.2603779898820313,0.7396220101179686,1,1,0.7396220101179686,2
227,5,51,infer,Train,w/ XAI,"[0.19298245614035087, 0, 0.13725490196078405, 0.23913043478260862, 0.8181818181818183]",,"{1: 0.739844135676923, 0: 0.2601558643230769}",1.0,1,0.1000000000000014,21.0,Sensitive-features categorization,0.2601558643230769,0.739844135676923,1,1,0.739844135676923,2
227,6,121,infer,Train,w/o XAI,"[0.24561403508771926, 0.3363006923837787, 0.0, 1, 0.06060606060606091]",,"{1: 0.007239369560087574, 0: 0.9927606304399125}",0.0,1,0.1000000000000014,26.1,Sensitive-features categorization,0.9927606304399124,0.0072393695600875,0,1,0.9927606304399124,2
227,6,121,infer,Train,w/ XAI,"[0.24561403508771926, 0.3363006923837787, 0.0, 1, 0.06060606060606091]",,"{1: 0.007192489452789436, 0: 0.9928075105472105}",0.0,1,0.1000000000000014,26.200000000000003,Sensitive-features categorization,0.9928075105472104,0.0071924894527894,0,1,0.9928075105472104,2
227,7,82,infer,Train,w/o XAI,"[0.24561403508771926, 0.11869436201780424, 0.4705882352941174, 0.23913043478260862, 0.606060606060606]",,"{1: 0.9398094781966541, 0: 0.06019052180334595}",1.0,1,0.1000000000000014,31.300000000000004,Sensitive-features categorization,0.0601905218033459,0.939809478196654,1,1,0.939809478196654,2
227,7,82,infer,Train,w/ XAI,"[0.24561403508771926, 0.11869436201780424, 0.4705882352941174, 0.23913043478260862, 0.606060606060606]",,"{1: 0.9396490097426758, 0: 0.06035099025732423}",1.0,1,0.1000000000000014,31.40000000000001,Sensitive-features categorization,0.0603509902573242,0.9396490097426758,1,1,0.9396490097426758,2
227,8,8,infer,Train,w/o XAI,"[0, 1, 0.5098039215686272, 0, 0.0909090909090911]",,"{1: 0.48689995187492907, 0: 0.513100048125071}",0.0,0,0.1000000000000014,36.50000000000001,Sensitive-features categorization,0.513100048125071,0.486899951874929,0,1,0.513100048125071,2
227,8,8,infer,Train,w/ XAI,"[0, 1, 0.5098039215686272, 0, 0.0909090909090911]",,"{1: 0.48618251809639806, 0: 0.513817481903602}",0.0,0,0.1000000000000014,36.60000000000001,Sensitive-features categorization,0.513817481903602,0.486182518096398,0,1,0.513817481903602,2
227,9,25,infer,Train,w/o XAI,"[0.0701754385964912, 0.3560830860534127, 0.11764705882352956, 1, 0.42424242424242425]",,"{1: 0.8403316761369658, 0: 0.1596683238630341}",0.0,1,0.1000000000000014,41.70000000000001,Sensitive-features categorization,0.1596683238630341,0.8403316761369658,1,0,0.1596683238630341,2
227,9,25,infer,Train,w/ XAI,"[0.0701754385964912, 0.3560830860534127, 0.11764705882352956, 1, 0.42424242424242425]",,"{1: 0.8401202793563873, 0: 0.1598797206436127}",0.0,1,0.1000000000000014,41.80000000000001,Sensitive-features categorization,0.1598797206436127,0.8401202793563873,1,0,0.1598797206436127,2
227,10,66,infer,Train,w/o XAI,"[0.38596491228070173, 0.7319485657764595, 0.686274509803922, 0.23913043478260862, 0]",,"{1: 0.005966068767895548, 0: 0.9940339312321045}",0.0,0,0.1000000000000014,46.90000000000001,Sensitive-features categorization,0.9940339312321044,0.0059660687678955,0,1,0.9940339312321044,2
227,10,66,infer,Train,w/ XAI,"[0.38596491228070173, 0.7319485657764595, 0.686274509803922, 0.23913043478260862, 0]",,"{1: 0.005939507540497454, 0: 0.9940604924595027}",0.0,0,0.1000000000000014,47.000000000000014,Sensitive-features categorization,0.9940604924595028,0.0059395075404974,0,1,0.9940604924595028,2
