participant_id,trial_index,instance_index,step,trialType,tested_w_xai,feature_values,explanation,response,participant_response,ai_prediction,time_used,accumulated_time,model_name,prob_class_0,prob_class_1,argmax,argmax == participant_response,prob(participant_response),session_num
227,1,32,infer,Train,w/o XAI,"[0.03508771929824555, 0.0, 0.6470588235294121, 0.15217391304347838, 1]",,"{0: 0.5, 1: 0.5}",1.0,1,0.1,0.1,Sensitive-features categorization,0.5,0.5,0,0,0.5,1
227,1,32,infer,Train,w/ XAI,"[0.03508771929824555, 0.0, 0.6470588235294121, 0.15217391304347838, 1]",,"{0: 0.5, 1: 0.5}",1.0,1,0.1,0.2,Sensitive-features categorization,0.5,0.5,0,0,0.5,1
227,2,81,infer,Train,w/o XAI,"[0.2105263157894737, 0.06923837784371914, 0.19607843137254927, 0.04347826086956525, 0.0909090909090911]",,{1: 1.0},0.0,0,0.0999999999999996,5.3,Sensitive-features categorization,,1.0,1,0,0.0,1
227,2,81,infer,Train,w/ XAI,"[0.2105263157894737, 0.06923837784371914, 0.19607843137254927, 0.04347826086956525, 0.0909090909090911]",,{1: 1.0},0.0,0,0.0999999999999996,5.3999999999999995,Sensitive-features categorization,,1.0,1,0,0.0,1
227,3,43,infer,Train,w/o XAI,"[0.5614035087719298, 0.41543026706231484, 0.686274509803922, 0.4347826086956523, 0.1515151515151515]",,"{1: 0.3632577326038595, 0: 0.6367422673961405}",0.0,0,0.0999999999999996,10.499999999999998,Sensitive-features categorization,0.6367422673961405,0.3632577326038595,0,1,0.6367422673961405,1
227,3,43,infer,Train,w/ XAI,"[0.5614035087719298, 0.41543026706231484, 0.686274509803922, 0.4347826086956523, 0.1515151515151515]",,"{1: 0.3644204087985801, 0: 0.6355795912014199}",0.0,0,0.0999999999999996,10.599999999999998,Sensitive-features categorization,0.6355795912014199,0.3644204087985801,0,1,0.6355795912014199,1
227,4,73,infer,Train,w/o XAI,"[0.6666666666666667, 0.8209693372898127, 0.6274509803921569, 0.6521739130434783, 0.06060606060606091]",,"{1: 0.17060679566575468, 0: 0.8293932043342453}",1.0,0,0.0999999999999996,15.699999999999998,Sensitive-features categorization,0.8293932043342453,0.1706067956657546,0,0,0.1706067956657546,1
227,4,73,infer,Train,w/ XAI,"[0.6666666666666667, 0.8209693372898127, 0.6274509803921569, 0.6521739130434783, 0.06060606060606091]",,"{1: 0.1713283660260061, 0: 0.8286716339739939}",1.0,0,0.0999999999999996,15.799999999999995,Sensitive-features categorization,0.8286716339739939,0.1713283660260061,0,0,0.1713283660260061,1
227,5,51,infer,Train,w/o XAI,"[0.19298245614035087, 0, 0.13725490196078405, 0.23913043478260862, 0.8181818181818183]",,"{1: 0.23343282512588154, 0: 0.7665671748741184}",1.0,1,0.1000000000000014,20.9,Sensitive-features categorization,0.7665671748741184,0.2334328251258815,0,0,0.2334328251258815,1
227,5,51,infer,Train,w/ XAI,"[0.19298245614035087, 0, 0.13725490196078405, 0.23913043478260862, 0.8181818181818183]",,"{1: 0.23411246320199228, 0: 0.7658875367980077}",1.0,1,0.1000000000000014,21.0,Sensitive-features categorization,0.7658875367980077,0.2341124632019922,0,0,0.2341124632019922,1
227,6,121,infer,Train,w/o XAI,"[0.24561403508771926, 0.3363006923837787, 0.0, 1, 0.06060606060606091]",,"{1: 0.21224740342893889, 0: 0.7877525965710611}",0.0,1,0.1000000000000014,26.1,Sensitive-features categorization,0.7877525965710611,0.2122474034289388,0,1,0.7877525965710611,1
227,6,121,infer,Train,w/ XAI,"[0.24561403508771926, 0.3363006923837787, 0.0, 1, 0.06060606060606091]",,"{1: 0.21154849900196923, 0: 0.7884515009980307}",0.0,1,0.1000000000000014,26.200000000000003,Sensitive-features categorization,0.7884515009980307,0.2115484990019692,0,1,0.7884515009980307,1
227,7,82,infer,Train,w/o XAI,"[0.24561403508771926, 0.11869436201780424, 0.4705882352941174, 0.23913043478260862, 0.606060606060606]",,"{1: 0.6511597404403773, 0: 0.3488402595596226}",1.0,1,0.1000000000000014,31.300000000000004,Sensitive-features categorization,0.3488402595596226,0.6511597404403773,1,1,0.6511597404403773,1
227,7,82,infer,Train,w/ XAI,"[0.24561403508771926, 0.11869436201780424, 0.4705882352941174, 0.23913043478260862, 0.606060606060606]",,"{1: 0.6501397092783595, 0: 0.3498602907216405}",1.0,1,0.1000000000000014,31.40000000000001,Sensitive-features categorization,0.3498602907216405,0.6501397092783595,1,1,0.6501397092783595,1
227,8,8,infer,Train,w/o XAI,"[0, 1, 0.5098039215686272, 0, 0.0909090909090911]",,"{1: 0.5313882997862515, 0: 0.46861170021374865}",0.0,0,0.1000000000000014,36.50000000000001,Sensitive-features categorization,0.4686117002137486,0.5313882997862515,1,0,0.4686117002137486,1
227,8,8,infer,Train,w/ XAI,"[0, 1, 0.5098039215686272, 0, 0.0909090909090911]",,"{1: 0.5303807080488393, 0: 0.46961929195116076}",0.0,0,0.1000000000000014,36.60000000000001,Sensitive-features categorization,0.4696192919511607,0.5303807080488393,1,0,0.4696192919511607,1
227,9,25,infer,Train,w/o XAI,"[0.0701754385964912, 0.3560830860534127, 0.11764705882352956, 1, 0.42424242424242425]",,"{1: 0.48637110301784, 0: 0.51362889698216}",0.0,1,0.1000000000000014,41.70000000000001,Sensitive-features categorization,0.51362889698216,0.48637110301784,0,1,0.51362889698216,1
227,9,25,infer,Train,w/ XAI,"[0.0701754385964912, 0.3560830860534127, 0.11764705882352956, 1, 0.42424242424242425]",,"{1: 0.4868303341525696, 0: 0.5131696658474305}",0.0,1,0.1000000000000014,41.80000000000001,Sensitive-features categorization,0.5131696658474305,0.4868303341525696,0,1,0.5131696658474305,1
227,10,66,infer,Train,w/o XAI,"[0.38596491228070173, 0.7319485657764595, 0.686274509803922, 0.23913043478260862, 0]",,"{1: 0.4769942975598103, 0: 0.5230057024401897}",0.0,0,0.1000000000000014,46.90000000000001,Sensitive-features categorization,0.5230057024401897,0.4769942975598103,0,1,0.5230057024401897,1
227,10,66,infer,Train,w/ XAI,"[0.38596491228070173, 0.7319485657764595, 0.686274509803922, 0.23913043478260862, 0]",,"{1: 0.47637400675122227, 0: 0.5236259932487778}",0.0,0,0.1000000000000014,47.000000000000014,Sensitive-features categorization,0.5236259932487778,0.4763740067512222,0,1,0.5236259932487778,1
227,11,41,infer,Test,w/ XAI,"[0.7280701754385966, 0.31651829871414466, 0, 0.45652173913043487, 0.606060606060606]",,"{1: 0.5876269358267411, 0: 0.41237306417325886}",0.0,0,0.1000000000000014,52.100000000000016,Sensitive-features categorization,0.4123730641732588,0.5876269358267411,1,0,0.4123730641732588,1
227,12,101,infer,Test,w/ XAI,"[0.9298245614035089, 0.00989119683481702, 0.9019607843137258, 0.06521739130434788, 0.909090909090909]",,"{1: 0.6481276908527557, 0: 0.3518723091472443}",0.0,0,0.1000000000000014,52.20000000000002,Sensitive-features categorization,0.3518723091472443,0.6481276908527557,1,0,0.3518723091472443,1
227,13,98,infer,Test,w/ XAI,"[0.9912280701754386, 0.8110781404549957, 1.0, 0.826086956521739, 1]",,"{1: 0.66123954299428, 0: 0.3387604570057199}",1.0,1,0.1000000000000014,52.30000000000002,Sensitive-features categorization,0.3387604570057199,0.66123954299428,1,1,0.66123954299428,1
227,14,6,infer,Test,w/ XAI,"[1, 0.7616221562809106, 0.9803921568627455, 0.7608695652173911, 1]",,"{1: 0.6617221784095686, 0: 0.33827782159043135}",1.0,1,0.1000000000000014,52.40000000000002,Sensitive-features categorization,0.3382778215904313,0.6617221784095686,1,1,0.6617221784095686,1
227,15,22,infer,Test,w/ XAI,"[0.3684210526315789, 0, 0.2941176470588235, 0.26086956521739124, 0.8787878787878787]",,"{1: 0.6458433612315742, 0: 0.3541566387684258}",1.0,1,0.1000000000000014,52.50000000000002,Sensitive-features categorization,0.3541566387684258,0.6458433612315742,1,1,0.6458433612315742,1
227,16,64,infer,Test,w/ XAI,"[0.4912280701754387, 0.03956478733926808, 0.5686274509803925, 0.23913043478260862, 0.5454545454545455]",,"{1: 0.5664731168443511, 0: 0.43352688315564886}",0.0,0,0.1000000000000014,52.60000000000002,Sensitive-features categorization,0.4335268831556488,0.5664731168443511,1,0,0.4335268831556488,1
227,17,117,infer,Test,w/ XAI,"[0.0, 0, 0.3725490196078432, 1, 0.2121212121212124]",,"{1: 0.4043355231812256, 0: 0.5956644768187744}",0.0,1,0.1000000000000014,52.700000000000024,Sensitive-features categorization,0.5956644768187744,0.4043355231812256,0,1,0.5956644768187744,1
227,18,42,infer,Test,w/ XAI,"[0.5263157894736842, 0.2472799208704255, 0.8039215686274516, 0.5217391304347825, 0.6363636363636367]",,"{1: 0.5965396946649423, 0: 0.40346030533505783}",1.0,1,0.1000000000000014,52.800000000000026,Sensitive-features categorization,0.4034603053350578,0.5965396946649423,1,1,0.5965396946649423,1
227,19,65,infer,Test,w/ XAI,"[1, 0.0494559841740851, 0.862745098039216, 0, 0.8181818181818183]",,"{1: 0.6408059274887955, 0: 0.3591940725112044}",1.0,0,0.1000000000000014,52.90000000000003,Sensitive-features categorization,0.3591940725112044,0.6408059274887955,1,1,0.6408059274887955,1
227,20,111,infer,Test,w/ XAI,"[0.19298245614035087, 0.05934718100890212, 0.4705882352941174, 1, 0.06060606060606091]",,"{1: 0.34936344074560266, 0: 0.6506365592543972}",0.0,1,0.1000000000000014,53.00000000000003,Sensitive-features categorization,0.6506365592543972,0.3493634407456026,0,1,0.6506365592543972,1
227,21,46,infer,Test,w/ XAI,"[0.017543859649122823, 0.9099901088031659, 0.4705882352941174, 0.608695652173913, 0.3939393939393941]",,"{1: 0.5080877791961301, 0: 0.4919122208038698}",0.0,1,0.1000000000000014,53.10000000000003,Sensitive-features categorization,0.4919122208038698,0.5080877791961301,1,0,0.4919122208038698,1
227,22,4,infer,Test,w/ XAI,"[0.10526315789473685, 0.6824925816023744, 0.4705882352941174, 0.6304347826086957, 0.4545454545454545]",,"{1: 0.5364360619340555, 0: 0.4635639380659444}",0.0,1,0.1000000000000014,53.20000000000003,Sensitive-features categorization,0.4635639380659444,0.5364360619340555,1,0,0.4635639380659444,1
