Participant Id,Condition,Model,dataId,Complexity,Phase,Trial Index,Instance Id,XAIType,Tested w/ XAI,Model Pred Time,Time,Response,AI Prediction (y),Model Prediction,NLL,Mean Pred Time,Objective,Response==AI,Model==AI,Strategy,T_enc,T_op,chi_value,ddm_a,ddm_s,lapse,latency_factor,p_resp,pred_time,retrieval_threshold
69,DT,mlp,mushrooms,high,,0,197.0,DT,True,0.1207046341129352,86.164,-60,0,0,26.744097041685087,3.7306727857557007,26.744097041685087,1,1,dt,1.5264507599982269,0.5,0.02,0.0,0.4517529690969471,0.005,0.2,"[0.5        0.5        0.53886719 0.5        0.5        0.5
 0.5        0.5        0.56996094 0.48445312 0.51554687 0.48445312
 0.48445312 0.36785156 0.77207031 0.67101562 0.58550781 0.50777344
 0.19683594 0.49222656 0.46890625 0.74875    0.29789063 0.49222656
 0.5        0.1890625  0.8109375  0.4378125  0.45335938 0.5
 0.78761719 0.34453125 0.90421875 0.91976562 0.63992187 0.5
 0.63214844 0.60882812 0.57773437 0.5       ]","[0.12070463 0.12070456 5.01823386 0.18782013 0.14216937 0.4139112
 0.60819737 0.62617786 5.37774426 1.32480671 1.33609231 1.43665498
 1.9491658  4.78945822 5.58863939 3.99483805 3.28330429 1.89640042
 5.54775443 2.58490199 3.80204778 5.40413246 4.62825004 2.90460791
 3.11060228 6.14663287 5.61297712 4.50764647 5.34236878 2.88720347
 7.85939183 6.40092214 6.81122969 6.95227514 6.22996312 2.83710138
 6.31744999 6.17889742 6.0216143  2.92391742]",1.0106147278185191
69,DT,mlp,mushrooms,high,,1,320.0,DT,False,0.1207045613991004,24.607,-40,0,1,26.744097041685087,3.7306727857557007,26.744097041685087,1,0,dt,1.5264507599982269,0.5,0.02,0.0,0.4517529690969471,0.005,0.2,"[0.5        0.5        0.53886719 0.5        0.5        0.5
 0.5        0.5        0.56996094 0.48445312 0.51554687 0.48445312
 0.48445312 0.36785156 0.77207031 0.67101562 0.58550781 0.50777344
 0.19683594 0.49222656 0.46890625 0.74875    0.29789063 0.49222656
 0.5        0.1890625  0.8109375  0.4378125  0.45335938 0.5
 0.78761719 0.34453125 0.90421875 0.91976562 0.63992187 0.5
 0.63214844 0.60882812 0.57773437 0.5       ]","[0.12070463 0.12070456 5.01823386 0.18782013 0.14216937 0.4139112
 0.60819737 0.62617786 5.37774426 1.32480671 1.33609231 1.43665498
 1.9491658  4.78945822 5.58863939 3.99483805 3.28330429 1.89640042
 5.54775443 2.58490199 3.80204778 5.40413246 4.62825004 2.90460791
 3.11060228 6.14663287 5.61297712 4.50764647 5.34236878 2.88720347
 7.85939183 6.40092214 6.81122969 6.95227514 6.22996312 2.83710138
 6.31744999 6.17889742 6.0216143  2.92391742]",1.0106147278185191
69,DT,mlp,mushrooms,high,,2,323.0,DT,False,5.018233864213197,26.359,-40,1,1,26.744097041685087,3.7306727857557007,26.744097041685087,0,1,dt,1.5264507599982269,0.5,0.02,0.0,0.4517529690969471,0.005,0.2,"[0.5        0.5        0.53886719 0.5        0.5        0.5
 0.5        0.5        0.56996094 0.48445312 0.51554687 0.48445312
 0.48445312 0.36785156 0.77207031 0.67101562 0.58550781 0.50777344
 0.19683594 0.49222656 0.46890625 0.74875    0.29789063 0.49222656
 0.5        0.1890625  0.8109375  0.4378125  0.45335938 0.5
 0.78761719 0.34453125 0.90421875 0.91976562 0.63992187 0.5
 0.63214844 0.60882812 0.57773437 0.5       ]","[0.12070463 0.12070456 5.01823386 0.18782013 0.14216937 0.4139112
 0.60819737 0.62617786 5.37774426 1.32480671 1.33609231 1.43665498
 1.9491658  4.78945822 5.58863939 3.99483805 3.28330429 1.89640042
 5.54775443 2.58490199 3.80204778 5.40413246 4.62825004 2.90460791
 3.11060228 6.14663287 5.61297712 4.50764647 5.34236878 2.88720347
 7.85939183 6.40092214 6.81122969 6.95227514 6.22996312 2.83710138
 6.31744999 6.17889742 6.0216143  2.92391742]",1.0106147278185191
69,DT,mlp,mushrooms,high,,3,383.0,DT,False,0.18782013301445,20.643,40,1,1,26.744097041685087,3.7306727857557007,26.744097041685087,1,1,dt,1.5264507599982269,0.5,0.02,0.0,0.4517529690969471,0.005,0.2,"[0.5        0.5        0.53886719 0.5        0.5        0.5
 0.5        0.5        0.56996094 0.48445312 0.51554687 0.48445312
 0.48445312 0.36785156 0.77207031 0.67101562 0.58550781 0.50777344
 0.19683594 0.49222656 0.46890625 0.74875    0.29789063 0.49222656
 0.5        0.1890625  0.8109375  0.4378125  0.45335938 0.5
 0.78761719 0.34453125 0.90421875 0.91976562 0.63992187 0.5
 0.63214844 0.60882812 0.57773437 0.5       ]","[0.12070463 0.12070456 5.01823386 0.18782013 0.14216937 0.4139112
 0.60819737 0.62617786 5.37774426 1.32480671 1.33609231 1.43665498
 1.9491658  4.78945822 5.58863939 3.99483805 3.28330429 1.89640042
 5.54775443 2.58490199 3.80204778 5.40413246 4.62825004 2.90460791
 3.11060228 6.14663287 5.61297712 4.50764647 5.34236878 2.88720347
 7.85939183 6.40092214 6.81122969 6.95227514 6.22996312 2.83710138
 6.31744999 6.17889742 6.0216143  2.92391742]",1.0106147278185191
69,DT,mlp,mushrooms,high,,4,376.0,DT,False,0.142169369932528,14.955,20,0,1,26.744097041685087,3.7306727857557007,26.744097041685087,0,0,dt,1.5264507599982269,0.5,0.02,0.0,0.4517529690969471,0.005,0.2,"[0.5        0.5        0.53886719 0.5        0.5        0.5
 0.5        0.5        0.56996094 0.48445312 0.51554687 0.48445312
 0.48445312 0.36785156 0.77207031 0.67101562 0.58550781 0.50777344
 0.19683594 0.49222656 0.46890625 0.74875    0.29789063 0.49222656
 0.5        0.1890625  0.8109375  0.4378125  0.45335938 0.5
 0.78761719 0.34453125 0.90421875 0.91976562 0.63992187 0.5
 0.63214844 0.60882812 0.57773437 0.5       ]","[0.12070463 0.12070456 5.01823386 0.18782013 0.14216937 0.4139112
 0.60819737 0.62617786 5.37774426 1.32480671 1.33609231 1.43665498
 1.9491658  4.78945822 5.58863939 3.99483805 3.28330429 1.89640042
 5.54775443 2.58490199 3.80204778 5.40413246 4.62825004 2.90460791
 3.11060228 6.14663287 5.61297712 4.50764647 5.34236878 2.88720347
 7.85939183 6.40092214 6.81122969 6.95227514 6.22996312 2.83710138
 6.31744999 6.17889742 6.0216143  2.92391742]",1.0106147278185191
69,DT,mlp,mushrooms,high,,5,94.0,DT,False,0.4139112039477644,15.474,-60,0,0,26.744097041685087,3.7306727857557007,26.744097041685087,1,1,dt,1.5264507599982269,0.5,0.02,0.0,0.4517529690969471,0.005,0.2,"[0.5        0.5        0.53886719 0.5        0.5        0.5
 0.5        0.5        0.56996094 0.48445312 0.51554687 0.48445312
 0.48445312 0.36785156 0.77207031 0.67101562 0.58550781 0.50777344
 0.19683594 0.49222656 0.46890625 0.74875    0.29789063 0.49222656
 0.5        0.1890625  0.8109375  0.4378125  0.45335938 0.5
 0.78761719 0.34453125 0.90421875 0.91976562 0.63992187 0.5
 0.63214844 0.60882812 0.57773437 0.5       ]","[0.12070463 0.12070456 5.01823386 0.18782013 0.14216937 0.4139112
 0.60819737 0.62617786 5.37774426 1.32480671 1.33609231 1.43665498
 1.9491658  4.78945822 5.58863939 3.99483805 3.28330429 1.89640042
 5.54775443 2.58490199 3.80204778 5.40413246 4.62825004 2.90460791
 3.11060228 6.14663287 5.61297712 4.50764647 5.34236878 2.88720347
 7.85939183 6.40092214 6.81122969 6.95227514 6.22996312 2.83710138
 6.31744999 6.17889742 6.0216143  2.92391742]",1.0106147278185191
69,DT,mlp,mushrooms,high,,6,191.0,DT,True,0.6081973664274398,18.147,-40,0,0,26.744097041685087,3.7306727857557007,26.744097041685087,1,1,dt,1.5264507599982269,0.5,0.02,0.0,0.4517529690969471,0.005,0.2,"[0.5        0.5        0.53886719 0.5        0.5        0.5
 0.5        0.5        0.56996094 0.48445312 0.51554687 0.48445312
 0.48445312 0.36785156 0.77207031 0.67101562 0.58550781 0.50777344
 0.19683594 0.49222656 0.46890625 0.74875    0.29789063 0.49222656
 0.5        0.1890625  0.8109375  0.4378125  0.45335938 0.5
 0.78761719 0.34453125 0.90421875 0.91976562 0.63992187 0.5
 0.63214844 0.60882812 0.57773437 0.5       ]","[0.12070463 0.12070456 5.01823386 0.18782013 0.14216937 0.4139112
 0.60819737 0.62617786 5.37774426 1.32480671 1.33609231 1.43665498
 1.9491658  4.78945822 5.58863939 3.99483805 3.28330429 1.89640042
 5.54775443 2.58490199 3.80204778 5.40413246 4.62825004 2.90460791
 3.11060228 6.14663287 5.61297712 4.50764647 5.34236878 2.88720347
 7.85939183 6.40092214 6.81122969 6.95227514 6.22996312 2.83710138
 6.31744999 6.17889742 6.0216143  2.92391742]",1.0106147278185191
69,DT,mlp,mushrooms,high,,7,64.0,DT,False,0.6261778614484979,56.499,-60,1,1,26.744097041685087,3.7306727857557007,26.744097041685087,0,1,dt,1.5264507599982269,0.5,0.02,0.0,0.4517529690969471,0.005,0.2,"[0.5        0.5        0.53886719 0.5        0.5        0.5
 0.5        0.5        0.56996094 0.48445312 0.51554687 0.48445312
 0.48445312 0.36785156 0.77207031 0.67101562 0.58550781 0.50777344
 0.19683594 0.49222656 0.46890625 0.74875    0.29789063 0.49222656
 0.5        0.1890625  0.8109375  0.4378125  0.45335938 0.5
 0.78761719 0.34453125 0.90421875 0.91976562 0.63992187 0.5
 0.63214844 0.60882812 0.57773437 0.5       ]","[0.12070463 0.12070456 5.01823386 0.18782013 0.14216937 0.4139112
 0.60819737 0.62617786 5.37774426 1.32480671 1.33609231 1.43665498
 1.9491658  4.78945822 5.58863939 3.99483805 3.28330429 1.89640042
 5.54775443 2.58490199 3.80204778 5.40413246 4.62825004 2.90460791
 3.11060228 6.14663287 5.61297712 4.50764647 5.34236878 2.88720347
 7.85939183 6.40092214 6.81122969 6.95227514 6.22996312 2.83710138
 6.31744999 6.17889742 6.0216143  2.92391742]",1.0106147278185191
69,DT,mlp,mushrooms,high,,8,53.0,DT,False,5.377744256535668,11.232,-40,1,0,26.744097041685087,3.7306727857557007,26.744097041685087,0,0,dt,1.5264507599982269,0.5,0.02,0.0,0.4517529690969471,0.005,0.2,"[0.5        0.5        0.53886719 0.5        0.5        0.5
 0.5        0.5        0.56996094 0.48445312 0.51554687 0.48445312
 0.48445312 0.36785156 0.77207031 0.67101562 0.58550781 0.50777344
 0.19683594 0.49222656 0.46890625 0.74875    0.29789063 0.49222656
 0.5        0.1890625  0.8109375  0.4378125  0.45335938 0.5
 0.78761719 0.34453125 0.90421875 0.91976562 0.63992187 0.5
 0.63214844 0.60882812 0.57773437 0.5       ]","[0.12070463 0.12070456 5.01823386 0.18782013 0.14216937 0.4139112
 0.60819737 0.62617786 5.37774426 1.32480671 1.33609231 1.43665498
 1.9491658  4.78945822 5.58863939 3.99483805 3.28330429 1.89640042
 5.54775443 2.58490199 3.80204778 5.40413246 4.62825004 2.90460791
 3.11060228 6.14663287 5.61297712 4.50764647 5.34236878 2.88720347
 7.85939183 6.40092214 6.81122969 6.95227514 6.22996312 2.83710138
 6.31744999 6.17889742 6.0216143  2.92391742]",1.0106147278185191
69,DT,mlp,mushrooms,high,,9,232.0,DT,False,1.3248067057776638,11.641,20,0,0,26.744097041685087,3.7306727857557007,26.744097041685087,0,1,dt,1.5264507599982269,0.5,0.02,0.0,0.4517529690969471,0.005,0.2,"[0.5        0.5        0.53886719 0.5        0.5        0.5
 0.5        0.5        0.56996094 0.48445312 0.51554687 0.48445312
 0.48445312 0.36785156 0.77207031 0.67101562 0.58550781 0.50777344
 0.19683594 0.49222656 0.46890625 0.74875    0.29789063 0.49222656
 0.5        0.1890625  0.8109375  0.4378125  0.45335938 0.5
 0.78761719 0.34453125 0.90421875 0.91976562 0.63992187 0.5
 0.63214844 0.60882812 0.57773437 0.5       ]","[0.12070463 0.12070456 5.01823386 0.18782013 0.14216937 0.4139112
 0.60819737 0.62617786 5.37774426 1.32480671 1.33609231 1.43665498
 1.9491658  4.78945822 5.58863939 3.99483805 3.28330429 1.89640042
 5.54775443 2.58490199 3.80204778 5.40413246 4.62825004 2.90460791
 3.11060228 6.14663287 5.61297712 4.50764647 5.34236878 2.88720347
 7.85939183 6.40092214 6.81122969 6.95227514 6.22996312 2.83710138
 6.31744999 6.17889742 6.0216143  2.92391742]",1.0106147278185191
