dataId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,a6_i,a7_i,a8_i,a9_i,a10_i,intercept
wine_quality,mlp,shap,434,0,0.10659268783719705,0.1402584544889827,0.20228049541957305,0.0,0.17406082431736594,0.03823334536237047,0.12607173243084527,-0.24708164382627268,-0.4700433443526727,0.26486677267255926,0.6845263994999448,-1.0,0.13664545943873893
wine_quality,mlp,shap,213,0,0.05923659795885991,-0.033224331489098806,-0.23496400588804034,-0.00399480068659852,-0.07678111358602106,0.12401001603670861,0.27217097324586265,-0.44632599617926144,0.04673278013082286,0.0,-1.0,-0.748917214651502,0.13664545943873893
wine_quality,mlp,shap,1447,0,0.07903286244351025,-0.09481746635892314,-0.3907359068347624,-0.00558591400716836,-0.11997087176755582,0.0,0.11431888370725687,0.012076329156597513,-0.05963260431309656,-0.11891614825655472,0.15920097855049015,-1.0,0.13664545943873893
wine_quality,mlp,shap,231,0,0.05771114234359293,-0.046066965066261116,0.20650266473343523,0.0653068926073234,-0.19199354682221773,0.02523264136633471,-0.04619341743773049,-0.18400596584749823,0.0,-0.1257949334397862,-0.7372609498826463,-1.0,0.13664545943873893
wine_quality,mlp,shap,763,0,0.051930056010142445,0.0,-0.39009649361876214,-0.014683647492262317,-0.10954195289919783,-0.07069892015552648,-0.1540852220753197,0.07600329722574455,-0.07714093822446173,0.08116456371853205,-0.8887319831221635,-1.0,0.13664545943873893
wine_quality,mlp,shap,1472,0,0.0759010584784202,-0.23358892001517276,0.653564574908912,-0.4951908803777619,0.05261555707136902,0.15273031398631925,0.37805583855509906,-0.09515929194393997,0.0,-0.3077363447579899,1.0,0.7601059987313098,0.13664545943873893
wine_quality,mlp,shap,472,0,0.061561373746105874,0.6096034957891623,0.6378054710984634,0.0,0.05369076813860844,0.01565087509644802,0.38314120237174015,-0.9756020155742366,-0.7504317197848174,0.5635789063610411,1.0,-0.5915172155318456,0.13664545943873893
wine_quality,mlp,shap,1327,0,0.03258219089159883,-0.47123688288019233,0.09646674385000976,0.0,-0.6293452070525831,0.10684355882748287,0.2058431055442002,0.3406391791771636,0.3920515962499348,-0.4890253787621549,-1.0,-0.7672919837629034,0.13664545943873893
wine_quality,mlp,shap,766,0,0.06364504787298758,0.008135707459087302,-0.232395334077596,0.0,0.07090274989541384,-0.03707153899664707,-0.032765858673462066,-0.4794304569751424,-0.08100917190447561,0.2056250174936381,-0.46009884997371375,-1.0,0.13664545943873893
wine_quality,mlp,shap,19,0,0.11879723629427662,-0.04554303253230466,0.2152225221980139,-0.06509182370946807,-0.09396895889905867,-0.8136792177591696,0.027579730255074972,-0.15904469965422086,0.0,0.22254030076255127,0.7008901908396726,-1.0,0.13664545943873893
wine_quality,mlp,shap,1130,0,0.044622207090985196,0.0,-0.681037306766596,-0.2538977856996129,-0.3361888189598935,0.242048387902924,-0.39423621851830704,1.0,-0.3149677135810365,0.35704271692324646,-0.37678765546678294,-0.7876440077054747,0.13664545943873893
