appId,modelName,expMethod,expProperty,instanceId,qid,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,a6_i,a7_i,a8_i,a9_i,a10_i,a11_i,a12_i,a13_i,a14_i,a15_i,a16_i,a17_i,a18_i,a19_i,a20_i,a21_i,a22_i,a23_i,a24_i,a25_i,a26_i,a27_i,a28_i,a29_i,a30_i,a31_i,a32_i,a33_i,a34_i,a35_i,a36_i,a37_i,a38_i,a39_i,a40_i,a41_i,a42_i,a43_i,a44_i,a45_i,a46_i,a47_i,a48_i,a49_i,a50_i,a51_i,a52_i,a53_i,a54_i,a55_i,a56_i,a57_i,a58_i,a59_i,a60_i,a61_i,a62_i,a63_i,a64_i,a65_i,a66_i,intercept
adult_sim2real,synthetic_ai,lime,faithful,0,12,0,100,25.0,0.0,0.0,40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,
adult_sim2real,synthetic_ai,lime,robust,0,12,0,100,25.0,0.0,0.0,40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,
adult_sim2real,synthetic_ai,lime,sparse,0,12,0,100,25.0,0.0,0.0,40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,
adult_sim2real,synthetic_ai,lime,sparse_robust,0,12,0,100,25.0,0.0,0.0,40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,
adult_sim2real,synthetic_ai,lime,,0,12,0,100,25.0,0.0,0.0,40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,
adult_sim2real,synthetic_ai,lime,faithful,1,14,0,100,38.0,0.0,0.0,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
adult_sim2real,synthetic_ai,lime,robust,1,14,0,100,38.0,0.0,0.0,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
adult_sim2real,synthetic_ai,lime,sparse,1,14,0,100,38.0,0.0,0.0,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
adult_sim2real,synthetic_ai,lime,sparse_robust,1,14,0,100,38.0,0.0,0.0,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
adult_sim2real,synthetic_ai,lime,,1,14,0,100,38.0,0.0,0.0,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
adult_sim2real,synthetic_ai,lime,faithful,2,16,0,100,34.0,1205.0,0.0,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
adult_sim2real,synthetic_ai,lime,robust,2,16,0,100,34.0,1205.0,0.0,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
