dataId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,intercept
wine_quality,xgboost,decision_tree,209,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,280,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,33,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,210,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,93,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,84,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,329,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,94,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,266,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,126,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,9,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,361,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,56,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,72,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,132,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,42,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,278,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,376,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,231,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,385,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,77,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,15,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,391,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,271,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,396,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,114,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,225,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,262,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,104,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,395,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,193,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,261,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,57,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,232,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,116,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,113,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,342,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,158,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,141,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,381,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,55,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,76,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,25,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,82,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,382,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,148,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,181,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,22,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,173,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,46,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,321,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,338,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,70,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,374,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,39,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,223,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,172,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,30,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,152,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,124,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,294,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,255,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,78,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,101,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,31,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,352,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,268,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,394,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,73,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,320,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,140,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,5,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,45,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,388,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,246,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,227,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,369,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,176,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
wine_quality,xgboost,decision_tree,289,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
