dataId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,intercept
wine_quality,mlp,shap,341,1,0.12817311181186913,1.0,0.36003036847353154,0.990820524435927,0.27446388964271146,0.1887041919853282,0.14289012046475963
wine_quality,mlp,shap,1185,0,0.1627378144806207,0.4607174139833163,0.02733769737329295,-1.0,-0.036628106249211694,-0.04452502999141316,0.14289012046475963
wine_quality,mlp,shap,1083,0,0.20356137404459332,1.0,0.1043639323215182,0.613450553048952,-0.25435537505092937,-0.10642265804982667,0.14289012046475963
wine_quality,mlp,shap,1402,1,0.2550784695372194,1.0,0.2655874682974769,0.7463749934219953,0.1623090667253364,-0.23990493051551118,0.14289012046475963
wine_quality,mlp,shap,1005,1,0.24592651404375016,1.0,0.3112570358691688,-0.550863398322684,0.6033558775604825,0.16089593952142942,0.14289012046475963
wine_quality,mlp,shap,336,1,0.32500321726128933,1.0,0.11209759293664968,0.26956925564980544,0.3550956677956177,-0.0040314569383695115,0.14289012046475963
wine_quality,mlp,shap,844,1,0.15094397131860948,0.20667622973597038,0.7992728080824623,1.0,0.1115721056980782,0.40542551100932533,0.14289012046475963
wine_quality,mlp,shap,1258,0,0.0486240164634041,1.0,-0.4740152484905408,-0.3070343214805456,0.1471368686817612,-0.24530704806778386,0.14289012046475963
wine_quality,mlp,shap,1470,0,0.06197639217117715,-0.6638390974392169,-0.7115409315315738,-1.0,0.13910782559421545,0.0015889976869113147,0.14289012046475963
wine_quality,mlp,shap,563,0,0.049686664285496014,-1.0,0.15434735660438292,-0.7368513894189357,-0.22392356903636568,-0.1900726751096607,0.14289012046475963
wine_quality,mlp,shap,1124,0,0.08016102169591946,1.0,-0.0024718597724720784,-0.27715095955614333,0.7249576383869232,-0.854149502567871,0.14289012046475963
wine_quality,mlp,shap,1192,1,0.2888364475974185,1.0,0.0021490681087092114,0.6608238061575192,-0.06547290840421961,-0.301961563008367,0.14289012046475963
wine_quality,mlp,shap,502,1,0.26592513049164135,1.0,0.1712487461769518,0.7493303010261935,-0.17242003303443107,0.09394616306321016,0.14289012046475963
wine_quality,mlp,shap,1347,0,0.0713232775374428,-0.8395719508244109,-0.2925257490119117,-1.0,0.20987677371749594,-0.07277118733825093,0.14289012046475963
wine_quality,mlp,shap,267,1,0.3520525675293255,1.0,0.18117820480331323,0.6840894442419401,0.03779675877145628,0.025860326633554816,0.14289012046475963
wine_quality,mlp,shap,10,0,0.07047262599036369,-1.0,-0.20373082959731117,-0.5019041103934827,-0.27011245947282364,-0.051844152099472685,0.14289012046475963
wine_quality,mlp,shap,1159,0,0.024511692645205536,0.40175553860939295,0.7118339508190394,0.12007600507837327,0.004612995503080533,1.0,0.14289012046475963
wine_quality,mlp,shap,423,1,0.18734245504232336,0.6190217455373292,0.940806028592953,1.0,0.13572749462000372,0.5164683059226598,0.14289012046475963
wine_quality,mlp,shap,377,1,0.23905620024675303,1.0,0.9596844725203271,0.18928033219637233,0.2067071684575187,0.09731446269140219,0.14289012046475963
wine_quality,mlp,shap,959,0,0.05066378237670547,-1.0,-0.16328242147680438,-0.4320425835819351,0.20547031877253896,-0.024190279488571477,0.14289012046475963
wine_quality,mlp,shap,1038,1,0.27611952944505413,1.0,0.15801278843878147,0.6089371886856492,-0.04782994806140062,-0.01802975648121808,0.14289012046475963
wine_quality,mlp,shap,98,0,0.06457356351689286,-0.8175609905558193,-1.0,-0.5081916612638816,0.2572910314299446,-0.1406452433494714,0.14289012046475963
wine_quality,mlp,shap,1115,0,0.045099512192364986,0.9107246669848964,-1.0,-0.7599085131481633,0.6769682440134092,-0.18923353669685763,0.14289012046475963
wine_quality,mlp,shap,614,0,0.05279105053786618,-0.34583067519351135,-0.7051309968113779,-1.0,-0.6775657025455398,0.02181631256338244,0.14289012046475963
wine_quality,mlp,shap,1408,1,0.30962515498601195,1.0,0.4692264005114669,0.7277687547042871,-0.03648176921366173,0.0207811612573346,0.14289012046475963
wine_quality,mlp,shap,357,1,0.19008451610426225,1.0,0.2309308757026777,0.6110600737070219,0.16743233191786813,0.03064133130219588,0.14289012046475963
