dataId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,intercept
forest_cover,mlp,lrp,13463,0,0.9862126708030701,-0.9875392113685182,0.916697625992368,0.5154764898597556,0.41751311487804565,-1.0,0.013925885781645775
forest_cover,mlp,lrp,21425,0,1.4536834955215454,-1.0,0.6132335048412871,0.32599315619218394,0.5633501200265926,-0.5185373902947595,0.013925885781645775
forest_cover,mlp,lrp,15705,0,0.6106373071670532,-0.23350127879584498,0.28463815377839713,0.9768117348186797,1.0,-0.8191261825274379,0.013925885781645775
forest_cover,mlp,lrp,37669,0,1.8376269340515137,-1.0,-0.8598835871142718,0.10701736125256664,0.14914753892473967,-0.3695832770034016,0.013925885781645775
forest_cover,mlp,lrp,29889,0,2.236299753189087,-1.0,-0.7375047189569924,0.40643183843101516,0.16123167469480168,-0.402987972669976,0.013925885781645775
forest_cover,mlp,lrp,5080,0,0.4461174011230469,-0.6119618422234003,0.6054339118361309,-0.26534425717419,1.0,-0.7727166873669269,0.013925885781645775
forest_cover,mlp,lrp,15274,0,0.8820275068283081,-0.7893248301827427,0.6460395976041572,0.21694096337293922,0.4096149768150569,-1.0,0.013925885781645775
forest_cover,mlp,lrp,35104,0,1.6261032819747925,-1.0,-0.9728000153657319,0.37863820907702755,0.16819316587080338,-0.47274481309412547,0.013925885781645775
forest_cover,mlp,lrp,13567,0,1.062293529510498,-0.9918955593231142,1.0,0.7964131285205839,0.6694165318919055,-0.7909094143032268,0.013925885781645775
forest_cover,mlp,lrp,23986,0,1.9017950296401978,-1.0,0.5465916290138041,0.17910410455743858,0.2153450017247093,-0.38178911935646626,0.013925885781645775
forest_cover,mlp,lrp,30622,0,2.1167213916778564,-1.0,-0.8042176019773437,0.3716775962802257,0.22252797675828123,-0.38593002186373254,0.013925885781645775
forest_cover,mlp,lrp,12257,0,1.0439698696136475,-0.9603188323912406,1.0,0.4560817276345385,0.6043815360035005,-0.6924767746424931,0.013925885781645775
forest_cover,mlp,lrp,433,0,0.3854397237300873,-0.2603503685202383,0.8373604203936671,0.6136359331027693,-0.6327768486882337,-1.0,0.013925885781645775
forest_cover,mlp,lrp,19904,0,1.2836594581604004,-1.0,0.677422680067711,0.26690404802474266,-0.10428925078444548,-0.7000342492595734,0.013925885781645775
forest_cover,mlp,lrp,32516,0,2.1819093227386475,-1.0,-0.8066780956447901,0.5138371022044145,0.29585538733101163,-0.4347134285175113,0.013925885781645775
forest_cover,mlp,lrp,21437,0,1.5042393207550049,-1.0,0.7057199626515853,0.3930271203950652,0.6354077363078927,-0.5584840528260391,0.013925885781645775
forest_cover,mlp,lrp,392,0,1.0358102321624756,-0.789634050200909,0.9573176149262643,0.6185910102950787,0.7812688816189102,-1.0,0.013925885781645775
forest_cover,mlp,lrp,29737,0,1.6560285091400146,-0.8822910594428041,-1.0,0.1890159420963802,0.22165074093488707,-0.4189157554679482,0.013925885781645775
forest_cover,mlp,lrp,11375,0,0.8266610503196716,-1.0,0.7890337427791667,-0.0177695684339636,0.7209436738769309,-0.8635080893305687,0.013925885781645775
forest_cover,mlp,lrp,218,0,0.7979626655578613,-0.017342517375417477,0.3151885716266226,1.0,0.6037387455488634,-0.3629005500018226,0.013925885781645775
forest_cover,mlp,lrp,10495,0,0.4337632358074188,-0.7619482367148049,1.0,0.28627496697110255,-0.772801928506977,-0.8605969942724261,0.013925885781645775
forest_cover,mlp,lrp,12680,0,0.6174219846725464,-0.6917973742067236,0.8034233221368634,1.0,-0.06845204651738426,-0.7038638923208126,0.013925885781645775
forest_cover,mlp,lrp,35402,0,1.8747963905334473,-0.8910695995887818,-1.0,0.46729978866825395,0.382555065412631,-0.4309203473379296,0.013925885781645775
forest_cover,mlp,lrp,17813,0,1.4792381525039673,-1.0,0.7176476049277812,0.47100565899108765,0.6755172096719823,-0.5679231242408078,0.013925885781645775
forest_cover,mlp,lrp,36049,0,1.6560282707214355,-0.8301874663649821,-1.0,0.21219540962808775,0.23595082038490123,-0.41891570780171167,0.013925885781645775
forest_cover,mlp,lrp,31813,0,1.6560282707214355,-0.7416108614509366,-1.0,0.19165429363511005,0.30745109407208815,-0.41891581577929726,0.013925885781645775
forest_cover,mlp,lrp,36369,0,1.6560285091400146,-0.8180297203222568,-1.0,0.22614080822218963,0.31817595794460807,-0.41891571947542483,0.013925885781645775
forest_cover,mlp,lrp,30297,0,1.6604981422424316,-0.9605726589509226,-1.0,0.2689387913277281,0.29660051052216097,-0.41688813080486353,0.013925885781645775
forest_cover,mlp,lrp,24436,0,1.9938664436340332,-1.0,0.482796839654081,0.14781810564826814,0.5156957254688037,-0.3749667279772691,0.013925885781645775
forest_cover,mlp,lrp,8090,0,0.48935532569885254,0.279048376252433,-0.12638308128360223,-0.1822974852680018,-0.3440170974004935,-1.0,0.013925885781645775
forest_cover,mlp,lrp,34583,0,1.4938050508499146,-0.7671656048286861,-1.0,0.04805296009199626,0.21853373787850797,-0.4698188763896099,0.013925885781645775
forest_cover,mlp,lrp,9063,0,1.2019481658935547,-1.0,0.800893652000184,0.31496164905493307,0.47646328274885863,-0.6220183003076962,0.013925885781645775
forest_cover,mlp,lrp,32256,0,1.4151798486709595,-0.585008881437547,-1.0,0.0,0.05554349516303442,-0.5499709848611649,0.013925885781645775
forest_cover,mlp,lrp,29280,0,1.6719896793365479,-1.0,-0.9461022385674948,0.28703959583808714,0.20521503221308707,-0.45977075170619347,0.013925885781645775
forest_cover,mlp,lrp,18680,0,1.8319400548934937,-1.0,0.5350798152481869,0.34812089883361735,0.5810214032576826,-0.47206929956459204,0.013925885781645775
forest_cover,mlp,lrp,2752,0,1.7708638906478882,-0.8941257346054545,-1.0,0.3206507833042737,0.3418283156007947,-0.4236400765986969,0.013925885781645775
forest_cover,mlp,lrp,19520,0,0.6047240495681763,-0.5294846448494942,0.5326644020365112,1.0,0.7016182209682121,-0.4869378170960258,0.013925885781645775
forest_cover,mlp,lrp,8453,0,0.456872820854187,0.2886387362698293,0.3689518690931597,-0.1369635817308006,0.9342008549450532,-1.0,0.013925885781645775
forest_cover,mlp,lrp,932,0,1.035810112953186,-0.8757762252409799,0.9573173798380827,0.6050280785889753,0.4573281117918565,-1.0,0.013925885781645775
forest_cover,mlp,lrp,31825,0,1.6560282707214355,-0.9048697315216518,-1.0,0.17337464219827392,0.30745113006461666,-0.41891574379424024,0.013925885781645775
forest_cover,mlp,lrp,12630,0,0.4966799318790436,-0.6939641648445234,1.0,0.7757309529394095,0.9539549615731318,-0.8725264108027613,0.013925885781645775
forest_cover,mlp,lrp,25443,0,2.2122244834899902,-1.0,0.47190966189166594,0.22322541137580934,0.2255175459130128,-0.32678637901560365,0.013925885781645775
forest_cover,mlp,lrp,29578,0,1.7551591396331787,-1.0,-0.9012707848530584,0.30618160605112615,0.1983239946474109,-0.43798415468444596,0.013925885781645775
forest_cover,mlp,lrp,33801,0,1.3932477235794067,-0.6533320173872583,-1.0,0.03460238171694,0.03940817047217223,-0.520577400859335,0.013925885781645775
forest_cover,mlp,lrp,28821,0,1.5696882009506226,-0.9691158510815152,-1.0,0.11377026685173851,0.280554074847471,-0.4563951362365776,0.013925885781645775
forest_cover,mlp,lrp,15960,0,1.271479845046997,-1.0,0.7798780342596897,0.6072198377902908,0.41913220824481956,-0.81464953975953,0.013925885781645775
forest_cover,mlp,lrp,27428,0,1.5419946908950806,-1.0,-0.968748504563791,0.09027088819498501,0.1940622398327539,-0.455136217955532,0.013925885781645775
forest_cover,mlp,lrp,7694,0,0.698544979095459,-0.08241456222204778,0.3423967161107338,0.543917005983119,1.0,-0.39619267315378287,0.013925885781645775
forest_cover,mlp,lrp,23080,0,1.43338942527771,-1.0,0.7283227360422058,0.36816872255833305,0.6346848698227283,-0.5043466303042662,0.013925885781645775
forest_cover,mlp,lrp,30918,0,1.7994740009307861,-0.8577335320205614,-1.0,0.536340677049651,0.34149042714706684,-0.48967889011798676,0.013925885781645775
forest_cover,mlp,lrp,22100,0,1.351000189781189,-1.0,0.4735478947298295,0.21009884310533186,0.4650450793703456,-0.6028545282449651,0.013925885781645775
forest_cover,mlp,lrp,28607,0,1.6666535139083862,-1.0,-0.8899464505261212,0.030328763456838232,0.2409743312002093,-0.4329087327191956,0.013925885781645775
forest_cover,mlp,lrp,36332,0,1.5818732976913452,-0.69074595799533,-1.0,0.3271870948245686,0.1634652289065741,-0.4859631876042553,0.013925885781645775
forest_cover,mlp,lrp,9986,0,0.7138285636901855,-0.8067863911123996,0.9137535763025825,0.6687961796437826,0.8448402378879992,-1.0,0.013925885781645775
forest_cover,mlp,lrp,4149,0,1.5696884393692017,-0.8095191335090842,-1.0,0.13424886012919232,0.2877476713311053,-0.4563949529982948,0.013925885781645775
forest_cover,mlp,lrp,2294,0,0.7138286828994751,-0.8608294148208033,0.9137534237058638,0.3909884621467264,0.7454470410881444,-1.0,0.013925885781645775
forest_cover,mlp,lrp,31464,0,1.6560285091400146,-0.9778146405203539,-1.0,0.2014537344186567,0.2502508858839771,-0.41891571947542483,0.013925885781645775
forest_cover,mlp,lrp,11553,0,0.47075870633125305,0.04183691897862255,0.5080721492176425,0.2882508028435733,1.0,-0.5878985753455566,0.013925885781645775
forest_cover,mlp,lrp,23123,0,1.483091115951538,-1.0,0.4831422859930858,-0.07765351472984237,0.3959593507632382,-0.5035044011487758,0.013925885781645775
forest_cover,mlp,lrp,34478,0,1.5696882009506226,-0.7499108980376608,-1.0,0.10482034211660088,0.3129256740403018,-0.4563951742088608,0.013925885781645775
forest_cover,mlp,lrp,33628,0,1.493804693222046,-0.6406436962201245,-1.0,0.02981388739569619,0.179076341587089,-0.4698190686701766,0.013925885781645775
forest_cover,mlp,lrp,264,0,0.7138285636901855,-0.8801305705317343,0.9137535763025825,0.5539004243133132,0.7454471655777161,-1.0,0.013925885781645775
forest_cover,mlp,lrp,9478,0,0.9195763468742371,-0.7396910836585929,0.7258109334297645,1.0,0.5953377675852971,-0.8861096150870781,0.013925885781645775
forest_cover,mlp,lrp,22413,0,1.225058913230896,-1.0,0.8665474825717102,0.6058102830145441,0.6974620541020669,-0.6857577731179729,0.013925885781645775
forest_cover,mlp,lrp,17603,0,1.5042394399642944,-1.0,0.705719748226311,0.46921676351540104,0.48136942063125693,-0.5584840481912434,0.013925885781645775
forest_cover,mlp,lrp,4758,0,0.5087231397628784,-0.25313495977367434,0.47015638506949886,0.8511417396547235,1.0,-0.5440254656203346,0.013925885781645775
forest_cover,mlp,lrp,23130,0,0.8820276856422424,-0.9499230603875437,0.6460394666322115,0.23352241783990763,0.5120186763467338,-1.0,0.013925885781645775
forest_cover,mlp,lrp,6069,0,0.400749534368515,-0.6942580098064071,0.6739738154223088,0.06218595510660692,1.0,-0.8601944102751239,0.013925885781645775
forest_cover,mlp,lrp,11908,0,0.6492356061935425,-0.3985539964411772,0.4485272070365612,1.0,0.9080654285763075,-0.34887020873150976,0.013925885781645775
forest_cover,mlp,lrp,16746,0,1.0358104705810547,-0.9152575299735022,0.9573173945748468,0.6604593988174484,0.2477193311365348,-1.0,0.013925885781645775
forest_cover,mlp,lrp,3885,0,1.205538272857666,-1.0,0.8659782050212068,0.3014144319054251,0.5233811882539217,-0.599669794323781,0.013925885781645775
forest_cover,mlp,lrp,37499,0,1.7228316068649292,-1.0,-0.9612247554154365,0.1628479004417264,0.2164925323614278,-0.40267236196335787,0.013925885781645775
forest_cover,mlp,lrp,3435,0,0.7095953822135925,-0.3225010678255041,0.22412451958352075,1.0,0.6077181629453421,-0.4896256499875893,0.013925885781645775
forest_cover,mlp,lrp,2496,0,0.9504683017730713,-1.0,0.6731032423248857,0.40066932510366726,0.6018216740126119,-0.856900246905033,0.013925885781645775
forest_cover,mlp,lrp,36018,0,1.8747965097427368,-0.8844074048004147,-1.0,0.3928669690396723,0.39994390514666783,-0.4309203199377781,0.013925885781645775
forest_cover,mlp,lrp,29897,0,2.1436305046081543,-1.0,-0.8210830050990775,0.45066859910946877,0.28696722781062656,-0.4424760800699541,0.013925885781645775
